REG_NUMBER	COMPANY_NAME	SURNAME1	SURNAME2	CODE	SHORT_ES	LONG_ES	LONG_EN	TRADE_NAME	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	PHONE	URL	COORDINATE_X	COORDINATE_Y	PRECISION	EMPLOYEES	ACTIVITY_CODE	ACTIVITY_DESCRIPTION	ACTIVITY_CODE_2	ACTIVITY_DESCRIPTION_2	ACTIVITY_CODE_3	ACTIVITY_DESCRIPTION_3	CORPORATE_PURPOSE	COD_CONFIRMED_STATUS	CONFIRMED_STATUS	CONFIRMED_STATUS_DATE	COD_TRADING_STATUS	TRADING_STATUS	TRADING_STATUS_DATE	COD_INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDING_DATE	INDIV_LATEST_FILED_ACCOUNTS	INDIV_LATEST_FILED_ACCOUNTS_YEAR	ACTIVITY_START_DATE	PARENT_COMPANY_REG_NUMBER	PARENT_COMPANY_NAME	PARENT_COMPANY_LEGAL_FORM	INDIC_INDIVID_BALANC_SHEET_AUDIT	INDIVIDUAL_BALANCE_SHEET_AUDITOR	OP_INDIVID_BALANC_SHEET_AUDIT
A18012500	JOSE RAMON NOGUERA			20	SA	Sociedad Anónima	Public Limited Company		PLAZA	SAN FRANCISCO	6		18800	BAZA	GRANADA	654161307		-2.772660000	37.489119000	1		4778	Retail trade of other new products	4681	Wholesale trade of solid, liquid and gaseous fuels and similar products	4730	Retail trade of automotive fuels	El Transporte De Mercancias Por Carretera. Gestion De Residuos No Peligrosos En Calidad De Transporte (Aceites Y Grasas Comestibles).	02	We have confirmed that this firm is active, but it has not provided us with information.	24SEP2018							2024	11AUG2025	08-11-1973						
A18012658	CONSTRUCCIONES GRANADA HOGAR			20	SA	Sociedad Anónima	Public Limited Company	CONGRA HOGAR	CALLE	COMPAS DE SAN JERONIMO	2	BAJO	18001	GRANADA	GRANADA	958804625						6812	Real estate development	4101	Construction of residential buildings			Construccion	01	We have confirmed that this firm is active.	05SEP2016	9	Reactition.la Sssignment of Assets and Liabilities	22APR1998				2024	01JUN2026	29-05-1973						
A18021881	TEJIDOS Y CONFECCIONES ARIZA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	SAN JERONIMO	1		18001	GRANADA	GRANADA	958279687		-3.599636900	37.176756800	1		4771	Retail trade of clothing															2024	11DEC2025	01-01-1980						
A18021964	CONSULTORES DE GESTION			44	SAP	Sociedad Anónima Profesional	Professional Public Limited Company	COGESA	PLAZA	CAMPOS	4	3	18009	GRANADA	GRANADA	958225333	http://www.consultoresdegestion.es	-3.595660000	37.172323700	1	24	6920	Accounting, bookkeeping, auditing and tax consultancy activities	7499	All other professional, scientific and technical activities n.e.c.	7330	Public relations and communication	Articulo 2. Objeto. La Sociedad Tiene Por Objeto La Actividad Propia De Los Profesionales De La Abogacia, Economistas Y Titulados Mercantiles. Las Actividades Que Integran El Objeto Social Podran Desarrollarse Total O Parcialmente De Modo Indirecto, Mediante La Titularidad, De Acciones O.	01	We have confirmed that this firm is active.	22DEC2011							2024	24SEP2025	09-05-1980						
A18022046	EMPRESAS MERLIN			20	SA	Sociedad Anónima	Public Limited Company		ANGTA	TOVAR 3	S/N		18009	GRANADA	GRANADA	958222200		-3.624395900	37.191005100	15		6812	Real estate development	6831	Brokerage services for real estate activities				02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2024	11SEP2025	22-05-1980						
A18023333	PROYECTOS FUENSANTA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	JESUS RINCON JIMENEZ	9	A	06010	BADAJOZ	BADAJOZ	924232612		-6.977293000	38.869180000	1		6812	Real estate development					Ejecucion De Obras De Todo Tipo, En Contrata O Subcontrata, Promocion Y Construccion De Viviendas Y Edificaciones De Todo Tipo, Explotacion Y Arrendamiento De Fincas Rusticas Y Urbanas.	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	02SEP2025	01-01-1980						
A18029488	ELECTRO CASH GRANADA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	BEETHOVEN	5		18006	GRANADA	GRANADA	958811000		-3.604554750	37.157031200	5		4643	Wholesale trade of electrical household appliances	4754	Retail trade of household appliances	4641	Wholesale trade of textiles		01	We have confirmed that this firm is active.	26APR2016							2024	23FEB2026	01-01-1982						
A18037846	REFRIGERACION PEDRO Y LOPEZ			20	SA	Sociedad Anónima	Public Limited Company		CMNO	BJ	10		18100	ARMILLA	GRANADA	958570200		-3.620478400	37.149964200	1		6421	Activities of holding companies	2829	Manufacture of other general-purpose machinery n.e.c.			B) La Tenencia De Acciones Y Participaciones Sociales En Entidades Mercantiles Para Su Control Y Gestion, Con Medios Propios Y Sin Intermediacion; C)la Administracion, Gestion Y Direccion De Empresas; D) La Adquisicion De Toda Clase De Fincas, Sean Rusticas O Urbanas, Asi Como La Promocion,.										2025	03OCT2025	14-05-1984						
A18039479	GANADERIA SIERRA ELVIRA			20	SA	Sociedad Anónima	Public Limited Company		URB	CORTIJO AIRE PRC	42		18220	ALBOLOTE	GRANADA	958453051		-3.655793000	37.229428000	13		0148	Other livestock farms	6820	Renting of real estate for own account			Se Amplia En Cuanto: Las Actividades De Alquiler Y Compraventa De Todo Tipo De Inmuebles Excluido El Arrendamiento Financiero, Y De Aprovechamiento De Recursos Naturales Con Caracter Energeticos, En Particular A La De Produccion De Energia Electrica Mediante Placas Solares Fotovoltaicas.										2024	12SEP2025	01-01-1984						
A18039826	EDURY			20	SA	Sociedad Anónima	Public Limited Company		CALLE	TEJERO	S/N	ESC DRCH 20 1 B	18004	GRANADA	GRANADA	958225333		-3.602852100	37.170574500	7		6820	Renting of real estate for own account	4771	Retail trade of clothing			Se Amplia A Las Actividades De Alquiler Y Compraventa De Inmuebles; Quedando: La Comercializacion Al Por Mayor Y Menor De Todo Tipo De Prendas Confeccionadas Y Sus Complementos, Y La Fabricacion De Dichas Prendas Y Complementos. La Compraventa Y A Lquiler Inmuebles, Excluido Arrendamiento Financiero.	02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2025	17JUN2026	03-07-1984						
A18040063	FECO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	MARTINEZ CAMPOS	14	1º DERECHA	18005	GRANADA	GRANADA	958265715		-3.603719800	37.170971900	1		6820	Renting of real estate for own account									4	Disolution.Other Reasons	14MAR1997				2024	07AUG2025	03-07-1984						
A18041236	HIERROS ALHAMBRA			20	SA	Sociedad Anónima	Public Limited Company		AVDA	FERNANDO DE LOS RIOS	62		18100	ARMILLA	GRANADA	958810300		-3.610164700	37.153577500	1		4690	Non-specialized wholesale trade	2410	Manufacture of basic iron, steel and ferroalloy products	2451	Cast iron		03	We have obtained information from this firm, but according to the firm, the company is not operational.	07AUG2017							2024	09SEP2025	01-01-1984						
A18042267	EXPLOTACIONES AGRARIAS TROPICALES			20	SA	Sociedad Anónima	Public Limited Company		CRTJO	ANGUSTIAS	S/N		18600	MOTRIL	GRANADA	958603151		-3.524175451	36.768502705	21	12	0122	Tropical and subtropical fruit cultivation	0150	Agricultural production combined with livestock production	0150	Agricultural production combined with livestock production	A) La Adquisicion Y Explotacion De Fincas Rusticas, La Comercializacion Por Cuenta Propia O En Comision De Toda Clase De Productos Agricolas, Especialmente Con Fines A Su Exportacion, Asi Como La Preparacion E Industrializacion De Los Mismos. B) La Urbanizacion De Terrenos, Promocion Y Construccion.	01	We have confirmed that this firm is active.	21SEP2017							2023	20AUG2024	01-01-1984						
A18046581	HELIOVAL			20	SA	Sociedad Anónima	Public Limited Company		CALLE	REAL DE LA ALHAMBRA	42		18009	GRANADA	GRANADA	958227546		-3.588838800	37.176043700	3		6820	Renting of real estate for own account	4101	Construction of residential buildings				02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	18AUG2025	01-01-1985						
A18079178	SANECO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	RECOGIDAS	50	1º IZQ 18002	18002	GRANADA	GRANADA	610450468		-3.604796500	37.170840600	1		6812	Real estate development	4299	Construction of other civil engineering projects n.e.c.			Construccion De Obras Nuevas Y Su Posterior Venta, Edificaciones Urbanas, Industrial, Urbanizaciones, Saneamiento Y Abastecimiento De Agua Y  Movimiento De Tierras	02	We have confirmed that this firm is active, but it has not provided us with information.	18MAY2009							2024	21AUG2025	02-07-1987						
A18085738	YELA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	TRAJANO 3	S/N		18002	GRANADA	GRANADA	958257325		-3.606586800	37.174788700	1		6812	Real estate development	6831	Brokerage services for real estate activities			Adquisicion, Promocion, Construccion, Compraventa, Administracion Y Arrendamiento De Fincas Rusticas, Urbanas O Industriales	02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2024	15SEP2025	01-01-1987						
A18087171	PUERTAS MELERO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	JOSE RECUERDA 2	S/N		18004	GRANADA	GRANADA	958558528		-3.608247000	37.173124500	1		6820	Renting of real estate for own account	6811	Sale and purchase of real estate for own account	6831	Brokerage services for real estate activities	Alquiler De Bienes Inmobiliarios Por Cuenta Propia Cnae 6820. El Arrendamiento De Fincas Rusticas Y Urbanas Y La Explotacion De Fincas Rusticas.Trabajos De Jardineria, Plantacion, Reforestacion, Mantenimiento Y Conservacion De Parques, Jardines, Espacios Naturales. Compra,venta Terrenos,solares ...	02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2024	07AUG2025	01-01-1987						
A18088245	HEREDEROS DE E ALVAREZ MARTIN			20	SA	Sociedad Anónima	Public Limited Company		AVDA	ANDALUCIA DE PUERTO LOPE 0	S/N		18249	MOCLIN	GRANADA	958958422		-3.832589300	37.335495450	7	1	0126	Cultivation of oleaginous fruits	0150	Agricultural production combined with livestock production	4639	Non-specialized wholesale trade of food, beverages and tobacco products	Tendra Por Objeto Exclusivo El Ejercicio De La Actividad Agraria.	02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2024	21AUG2025	01-01-1988						
A18088724	INDUSTRIAS FUENTE VAQUEROS GRANADA			20	SA	Sociedad Anónima	Public Limited Company		CTRA	ISLAS	S/N		18340	FUENTE VAQUEROS	GRANADA	958266550		-3.780703900	37.220130200	7	14	1624	Manufacture of wooden containers and packaging	4755	Retail trade of furniture, lighting fixtures, tableware and other household goods	1621	Manufacture of veneer and wood panels	La Fabricacion De Chapa Y Tableros Contrachapados De Todas Clases	04	It has not been possible to locate this firm with the contact details we have, and we have no information indicating that it is operating elsewhere.	29SEP2025							2024	01SEP2025	01-01-1988						
A18092171	MANUEL MOISES GARCIA ASOCIADOS			44	SAP	Sociedad Anónima Profesional	Professional Public Limited Company		CALLE	CAMINO DE RONDA	44		18004	GRANADA	GRANADA	958330846		-3.603978500	37.167531200	1		7111	Architectural technical services					La Actividad Profesional Propia De Los Profesionales De Arquitectura Y El Urbanismo.	02	We have confirmed that this firm is active, but it has not provided us with information.	22MAY2015							2024	23APR2026	09-03-1988						
A18092734	AUTOMATICOS ANTEQUERA			20	SA	Sociedad Anónima	Public Limited Company		CALLE	ALBAHACA	5		18006	GRANADA	GRANADA	958122878		-3.599689950	37.173244400	5		9200	Gambling and betting activities						02	We have confirmed that this firm is active, but it has not provided us with information.	12NOV2006							2024	16FEB2026	18-02-1988						
A18093872	PIEDRA LLANA			20	SA	Sociedad Anónima	Public Limited Company		AVDA	ALBERTO ALCOCER	45	7 A	28016	MADRID	MADRID			-3.679112400	40.458944300	1		2370	Stone cutting, carving and finishing															2024	01SEP2025	01-01-1988						
A18094102	OBULJASO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	NUEVA DE LA VIRGEN 19	S/N		18005	GRANADA	GRANADA			-3.598725200	37.168845900	1		6820	Renting of real estate for own account						02	We have confirmed that this firm is active, but it has not provided us with information.	23MAY2011							2024	14JAN2026	28-03-1988						
A18095620	SONPRIE			20	SA	Sociedad Anónima	Public Limited Company		LUGAR	VILLA PANORAMA	S/N		18690	ALMUÑECAR	GRANADA			-3.685375491	36.740110974	22		6811	Sale and purchase of real estate for own account															2016	17NOV2017	05-07-1988						
A18203307	CONSTRUCCIONES FERAGON			20	SA	Sociedad Anónima	Public Limited Company		CALLE	RAMON Y CAJAL	9		18199	CAJAR	GRANADA	958267333		-3.570823800	37.125657100	1		6832	Other real estate activities on behalf of third parties						04	It has not been possible to locate this firm with the contact details we have, and we have no information indicating that it is operating elsewhere.	11OCT2023							2024	11DEC2025	01-01-1988						
A18208512	HACIENDAS DEL GENIL			20	SA	Sociedad Anónima	Public Limited Company		AVIA	A92 -	S/N	KM 214 CORTIJO LAS PIEDRAS 18370	18370	MORALEDA DE ZAFAYONA	GRANADA	958287094		-3.960198800	37.188804500	22		4690	Non-specialized wholesale trade	0150	Agricultural production combined with livestock production				02	We have confirmed that this firm is active, but it has not provided us with information.	20NOV2018							2024	02SEP2025	01-01-1989						
A18209411	GARCIA GALINDO HERMANOS			20	SA	Sociedad Anónima	Public Limited Company	INMOBILIARIA GARCIA GALINDO	CALLE	ACERA DEL DARRO 30 LC	S/N		18005	GRANADA	GRANADA	958267616		-3.599106100	37.171812600	1		6811	Sale and purchase of real estate for own account	4299	Construction of other civil engineering projects n.e.c.	6812	Real estate development		02	We have confirmed that this firm is active, but it has not provided us with information.	18MAY2009							2008	01SEP2009	01-01-1989						
A18210641	AZ MOTOR			20	SA	Sociedad Anónima	Public Limited Company	MITSUBISHI MOTORS	AVDA	ANDALUCIA	S/N	PARCELA 1	18014	GRANADA	GRANADA	687355009	http://www.a-zmotor.com	-3.636877600	37.197521700	1	2	4781	Retail trade of motor vehicles	9531	Repair and maintenance of motor vehicles	4782	Retail trade of spare parts and accessories for motor vehicles	Ampliado A Arrendamiento Y Alquiler De Vehiculos A Motor, De Tierra, Mar Oaire. Quedando Excluido El Arrendamiento Financierao; Quedando: Compraventa Vehiculos; Reparacion Motores Y Vehiculos; Arrendamiento Y Alquiler Vehiculos; Arrendamiento, Compraventa Inmuebles Rusticos Y Urbanos. Ampliado En: Tambien Tendra Por Objeto La Reparacion De Motores Y Vehiculos De Mar, Tierra Y Aires, Asi Como Su Alquiler. Igualmente Tendra Por Objeto El Arrendamiento Y Alquiler De Vehiculos A Motor, De Tierra, Mar O Aire.La Venta De Seguros, Actuando Como Agencia De Seguros Exclusiva,.	02	We have confirmed that this firm is active, but it has not provided us with information.	30JAN2018							2024	09FEB2026	01-01-1989	B18358804	AVANTI MOTORS	Limited Company			
A18214551	PROMOCIONES MONTERO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	MARIA TERESA LEON	22	HIJAR 18195	18195	CULLAR VEGA	GRANADA	666058618		-3.671944500	37.159775100	1	1	6812	Real estate development					Se Modifica El Articulo 3º Relativo Al Objeto Social...										2024	01OCT2025	26-11-1988						
A18274498	PROPADE			20	SA	Sociedad Anónima	Public Limited Company		CALLE	COMPOSITOR RUIZ AZNAR	15		18008	GRANADA	GRANADA			-3.590873500	37.167225600	1		6812	Real estate development	4299	Construction of other civil engineering projects n.e.c.			Promocion Y Construccion De Toda Clase De Inmuebles, Incluso De Proteccion Oficial, Contrata De Obras, Adquisicion De Terrenos, Urbanizacion Y Parcelacion.	02	We have confirmed that this firm is active, but it has not provided us with information.	10FEB2008							2024	25NOV2025	30-04-1991						
A18413005	ALBUSOL			20	SA	Sociedad Anónima	Public Limited Company		LUGAR	CORTIJO HAZA MORA	S/N		18700	ALBUÑOL	GRANADA	958826823		-3.196975088	36.790673168	21		4661	Wholesale trade of agricultural machinery, equipment and supplies	4631	Wholesale trade of fruits and vegetables			Todas La Operaciones De Comercializacion De Frutas Y Hortalizas, Asi Como Las Que Sean Preparatorias, Conexas O Complementarias A Dicha Actividad.	02	We have confirmed that this firm is active, but it has not provided us with information.	18MAY2009							2007	01NOV2008	04-03-1996						
A18444109	NEUMATICOS HERMANOS ARROYAL GAMARRA			23	SAL	Sociedad Anónima Laboral	Labour Public Limited Company		AVDA	DE AMERICA	S/N	ANTIGUA CARRETERA DE MALAGA KM 4	18320	SANTA FE	GRANADA	958440832	https://neumaticosarroyal.vulco.es/es/	-3.725828500	37.189185000	1		6820	Renting of real estate for own account	9531	Repair and maintenance of motor vehicles	2932	Manufacture of other components, parts and accessories for motor vehicles	La Realizacion De Toda Clase De Trabajos De Reparacion, Lavado, Engrase De Todo Tipo De Vehiculos, Comercio Menor De Recambios, Piezas Para Vehiculos.	01	We have confirmed that this firm is active.	18MAR2019							2024	11SEP2025	09-04-1997						
A19004555	URBANIZACION EL COTO			20	SA	Sociedad Anónima	Public Limited Company		CALLE	LAS NAVAS	S/N		19170	CASAR (EL)	GUADALAJARA	949336118						6812	Real estate development					Su Objeto Social Es La Compraventa De Inmuebles Y Terrenos, Su Urbanizacion  Y Parcelacion, La Promocion Y Construccion De Viviendas	02	We have confirmed that this firm is active, but it has not provided us with information.	04DEC2006	3	Disolution. Voluntary	13FEB2026				2024	01APR2026	06-07-1973						
A19011915	GRUPO EMPRESARIAL AGROSA			20	SA	Sociedad Anónima	Public Limited Company	GRUPO AGROSA	BARRO	BARRIO DE LA ESTACION	S/N		19294	MATILLAS	GUADALAJARA	949305226	http://www.grupoagrosa.com	-2.733173874	40.964096584	22	7	4621	Wholesale trade of cereals, raw tobacco, seeds and animal feedstuffs	6421	Activities of holding companies	0111	Cereal crops, other than rice, leguminous and oilseed crops	La Realizacion De Actividades Agricolas De Todo Tipo, La Comercializacion De Cereales, La Venta De Abonos Y Fertilizantes, La Produccion Y Comercializacion De Semillas Y La Explotacion De Sus Instalaciones, Asi Como La Adquisicion, Tenencia, Disfrute Y Enajencacion De Valores Mobiliarios Dentro De Las Actividades Permitidas Por La Ley De Mercado De Valores Y Demas Legislacion Especial.	01	We have confirmed that this firm is active.	15OCT2015							2024	24MAR2026	01-01-1981						
